Year,Country_Vehicle,value
2005,SI_BUS,11.6
2005,SI_CAR,85.6
2005,SI_TRN,2.7
2006,AT_BUS,10.4
2006,AT_CAR,79.6
2006,AT_TRN,10.0
2006,BE_BUS,13.2
2006,BE_CAR,80.2
2006,BE_TRN,6.6
2006,CH_BUS,5.6
2006,CH_CAR,77.9
2006,CH_TRN,16.5
2006,DE_BUS,6.6
2006,DE_CAR,85.6
2006,DE_TRN,7.8
2006,DK_BUS,9.9
2006,DK_CAR,82.0
2006,DK_TRN,8.1
2006,EL_BUS,19.2
2006,EL_CAR,79.2
2006,EL_TRN,1.6
2006,ES_BUS,12.0
2006,ES_CAR,82.8
2006,ES_TRN,5.2
2006,FI_BUS,10.3
2006,FI_CAR,84.9
2006,FI_TRN,4.8
2006,FR_BUS,5.3
2006,FR_CAR,85.3
2006,FR_TRN,9.4
2006,HU_BUS,22.1
2006,HU_CAR,65.9
2006,HU_TRN,12.0
2006,IE_BUS,14.4
2006,IE_CAR,82.3
2006,IE_TRN,3.3
2006,IT_BUS,12.4
2006,IT_CAR,81.5
2006,IT_TRN,6.1
2006,LU_BUS,10.8
2006,LU_CAR,85.3
2006,LU_TRN,3.9
2006,NL_BUS,3.5
2006,NL_CAR,87.2
2006,NL_TRN,9.4
2006,PL_BUS,10.6
2006,PL_CAR,82.5
2006,PL_TRN,6.9
2006,PT_BUS,6.3
2006,PT_CAR,89.6
2006,PT_TRN,4.0
2006,SE_BUS,7.6
2006,SE_CAR,84.1
2006,SE_TRN,8.3
2006,SI_BUS,11.7
2006,SI_CAR,85.6
2006,SI_TRN,2.7
2007,AT_BUS,10.8
2007,AT_CAR,79.2
2007,AT_TRN,10.1
2007,BE_BUS,14.3
2007,BE_CAR,79.1
2007,BE_TRN,6.6
2007,CH_BUS,5.5
2007,CH_CAR,77.4
2007,CH_TRN,17.0
2007,DE_BUS,6.5
2007,DE_CAR,85.7
2007,DE_TRN,7.8
2007,DK_BUS,9.7
2007,DK_CAR,82.0
2007,DK_TRN,8.3
2007,EL_BUS,18.5
2007,EL_CAR,79.9
2007,EL_TRN,1.6
2007,ES_BUS,14.0
2007,ES_CAR,81.0
2007,ES_TRN,5.0
2007,FI_BUS,10.0
2007,FI_CAR,84.9
2007,FI_TRN,5.0
2007,FR_BUS,5.5
2007,FR_CAR,84.9
2007,FR_TRN,9.6
2007,HU_BUS,21.1
2007,HU_CAR,67.9
2007,HU_TRN,11.0
2007,IE_BUS,14.2
2007,IE_CAR,82.3
2007,IE_TRN,3.4
2007,IT_BUS,12.4
2007,IT_CAR,81.6
2007,IT_TRN,6.0
2007,LU_BUS,11.1
2007,LU_CAR,84.9
2007,LU_TRN,4.1
2007,NL_BUS,2.9
2007,NL_CAR,87.5
2007,NL_TRN,9.6
2007,PL_BUS,13.1
2007,PL_CAR,77.6
2007,PL_TRN,9.3
2007,PT_BUS,6.5
2007,PT_CAR,89.4
2007,PT_TRN,4.1
2007,SE_BUS,7.4
2007,SE_CAR,83.9
2007,SE_TRN,8.7
2007,SI_BUS,11.4
2007,SI_CAR,86.0
2007,SI_TRN,2.6
2008,AT_BUS,10.0
2008,AT_CAR,78.8
2008,AT_TRN,11.1
2008,BE_BUS,14.4
2008,BE_CAR,78.4
2008,BE_TRN,7.2
2008,CH_BUS,5.2
2008,CH_CAR,77.8
2008,CH_TRN,17.1
2008,DE_BUS,6.3
2008,DE_CAR,85.6
2008,DE_TRN,8.1
2008,DK_BUS,9.7
2008,DK_CAR,81.9
2008,DK_TRN,8.4
2008,EL_BUS,17.9
2008,EL_CAR,80.8
2008,EL_TRN,1.3
2008,ES_BUS,14.3
2008,ES_CAR,80.3
2008,ES_TRN,5.5
2008,FI_BUS,10.1
2008,FI_CAR,84.5
2008,FI_TRN,5.4
2008,FR_BUS,5.7
2008,FR_CAR,84.2
2008,FR_TRN,10.1
2008,HU_BUS,24.2
2008,HU_CAR,65.7
2008,HU_TRN,10.1
2008,IE_BUS,14.4
2008,IE_CAR,82.3
2008,IE_TRN,3.3
2008,IT_BUS,12.4
2008,IT_CAR,81.7
2008,IT_TRN,6.0
2008,LU_BUS,11.4
2008,LU_CAR,84.2
2008,LU_TRN,4.3
2008,NL_BUS,3.0
2008,NL_CAR,87.3
2008,NL_TRN,9.7
2008,PL_BUS,8.4
2008,PL_CAR,85.5
2008,PL_TRN,6.2
2008,PT_BUS,6.4
2008,PT_CAR,89.2
2008,PT_TRN,4.3
2008,SE_BUS,7.2
2008,SE_CAR,83.3
2008,SE_TRN,9.4
2008,SI_BUS,10.9
2008,SI_CAR,86.4
2008,SI_TRN,2.7
2009,AT_BUS,9.1
2009,AT_CAR,79.7
2009,AT_TRN,11.2
2009,BE_BUS,13.3
2009,BE_CAR,79.4
2009,BE_TRN,7.3
2009,CH_BUS,5.1
2009,CH_CAR,77.5
2009,CH_TRN,17.4
2009,DE_BUS,6.1
2009,DE_CAR,86.0
2009,DE_TRN,7.9
2009,DK_BUS,10.4
2009,DK_CAR,80.1
2009,DK_TRN,9.5
2009,EL_BUS,16.9
2009,EL_CAR,81.9
2009,EL_TRN,1.2
2009,ES_BUS,13.3
2009,ES_CAR,81.4
2009,ES_TRN,5.4
2009,FI_BUS,10.0
2009,FI_CAR,84.9
2009,FI_TRN,5.1
2009,FR_BUS,5.2
2009,FR_CAR,85.4
2009,FR_TRN,9.4
2009,HU_BUS,20.7
2009,HU_CAR,69.1
2009,HU_TRN,10.2
2009,IE_BUS,15.0
2009,IE_CAR,82.1
2009,IE_TRN,2.8
2009,IT_BUS,11.7
2009,IT_CAR,82.8
2009,IT_TRN,5.5
2009,LU_BUS,11.4
2009,LU_CAR,84.4
2009,LU_TRN,4.2
2009,NL_BUS,2.9
2009,NL_CAR,87.3
2009,NL_TRN,9.8
2009,PL_BUS,12.6
2009,PL_CAR,82.1
2009,PL_TRN,5.2
2009,PT_BUS,6.2
2009,PT_CAR,89.4
2009,PT_TRN,4.4
2009,SE_BUS,7.1
2009,SE_CAR,83.4
2009,SE_TRN,9.5
2009,SI_BUS,10.7
2009,SI_CAR,86.7
2009,SI_TRN,2.6
2010,AT_BUS,9.3
2010,AT_CAR,79.6
2010,AT_TRN,11.1
2010,BE_BUS,12.3
2010,BE_CAR,80.2
2010,BE_TRN,7.5
2010,CH_BUS,5.1
2010,CH_CAR,77.3
2010,CH_TRN,17.6
2010,DE_BUS,6.0
2010,DE_CAR,86.0
2010,DE_TRN,8.0
2010,DK_BUS,10.5
2010,DK_CAR,79.7
2010,DK_TRN,9.8
2010,EL_BUS,17.3
2010,EL_CAR,81.6
2010,EL_TRN,1.1
2010,ES_BUS,12.3
2010,ES_CAR,82.3
2010,ES_TRN,5.4
2010,FI_BUS,9.9
2010,FI_CAR,84.9
2010,FI_TRN,5.2
2010,FR_BUS,5.2
2010,FR_CAR,85.1
2010,FR_TRN,9.7
2010,HU_BUS,21.5
2010,HU_CAR,68.5
2010,HU_TRN,10.0
2010,IE_BUS,14.5
2010,IE_CAR,82.6
2010,IE_TRN,2.9
2010,IT_BUS,12.8
2010,IT_CAR,81.7
2010,IT_TRN,5.5
2010,LU_BUS,12.1
2010,LU_CAR,83.5
2010,LU_TRN,4.5
2010,NL_BUS,3.4
2010,NL_CAR,86.5
2010,NL_TRN,10.1
2010,PL_BUS,16.8
2010,PL_CAR,76.1
2010,PL_TRN,7.1
2010,PT_BUS,6.5
2010,PT_CAR,89.1
2010,PT_TRN,4.4
2010,SE_BUS,7.2
2010,SE_CAR,83.4
2010,SE_TRN,9.4
2010,SI_BUS,10.8
2010,SI_CAR,86.8
2010,SI_TRN,2.5
2011,AT_BUS,9.4
2011,AT_CAR,79.1
2011,AT_TRN,11.5
2011,BE_BUS,12.8
2011,BE_CAR,79.5
2011,BE_TRN,7.7
2011,CH_BUS,5.7
2011,CH_CAR,74.8
2011,CH_TRN,19.6
2011,DE_BUS,7.3
2011,DE_CAR,84.3
2011,DE_TRN,8.4
2011,DK_BUS,10.1
2011,DK_CAR,80.0
2011,DK_TRN,10.0
2011,EL_BUS,17.6
2011,EL_CAR,81.6
2011,EL_TRN,0.8
2011,ES_BUS,13.5
2011,ES_CAR,80.9
2011,ES_TRN,5.6
2011,FI_BUS,9.8
2011,FI_CAR,85.1
2011,FI_TRN,5.0
2011,FR_BUS,5.3
2011,FR_CAR,84.7
2011,FR_TRN,10.0
2011,HU_BUS,21.5
2011,HU_CAR,68.3
2011,HU_TRN,10.2
2011,IE_BUS,14.6
2011,IE_CAR,82.6
2011,IE_TRN,2.9
2011,IT_BUS,13.2
2011,IT_CAR,81.1
2011,IT_TRN,5.7
2011,LU_BUS,12.5
2011,LU_CAR,83.1
2011,LU_TRN,4.4
2011,NL_BUS,3.5
2011,NL_CAR,86.1
2011,NL_TRN,10.4
2011,PL_BUS,15.7
2011,PL_CAR,77.4
2011,PL_TRN,6.9
2011,PT_BUS,5.1
2011,PT_CAR,90.3
2011,PT_TRN,4.6
2011,SE_BUS,7.4
2011,SE_CAR,83.8
2011,SE_TRN,8.7
2011,SI_BUS,11.0
2011,SI_CAR,86.6
2011,SI_TRN,2.3
2012,AT_BUS,10.0
2012,AT_CAR,78.2
2012,AT_TRN,11.8
2012,BE_BUS,12.5
2012,BE_CAR,80.6
2012,BE_TRN,6.9
2012,CH_BUS,5.7
2012,CH_CAR,75.0
2012,CH_TRN,19.2
2012,DE_BUS,7.1
2012,DE_CAR,84.2
2012,DE_TRN,8.8
2012,DK_BUS,9.8
2012,DK_CAR,80.0
2012,DK_TRN,10.2
2012,EL_BUS,17.7
2012,EL_CAR,81.6
2012,EL_TRN,0.7
2012,ES_BUS,13.7
2012,ES_CAR,80.7
2012,ES_TRN,5.6
2012,FI_BUS,9.8
2012,FI_CAR,84.9
2012,FI_TRN,5.3
2012,FR_BUS,5.4
2012,FR_CAR,85.1
2012,FR_TRN,9.5
2012,HU_BUS,22.3
2012,HU_CAR,67.6
2012,HU_TRN,10.1
2012,IE_BUS,14.4
2012,IE_CAR,82.8
2012,IE_TRN,2.8
2012,IT_BUS,14.7
2012,IT_CAR,78.9
2012,IT_TRN,6.4
2012,LU_BUS,12.4
2012,LU_CAR,83.0
2012,LU_TRN,4.6
2012,NL_BUS,3.2
2012,NL_CAR,86.2
2012,NL_TRN,10.6
2012,PL_BUS,16.0
2012,PL_CAR,76.8
2012,PL_TRN,7.2
2012,PT_BUS,5.3
2012,PT_CAR,90.5
2012,PT_TRN,4.2
2012,SE_BUS,7.3
2012,SE_CAR,83.6
2012,SE_TRN,9.1
2012,SI_BUS,11.1
2012,SI_CAR,86.7
2012,SI_TRN,2.3
2013,AT_BUS,9.9
2013,AT_CAR,77.8
2013,AT_TRN,12.3
2013,BE_BUS,15.2
2013,BE_CAR,77.8
2013,BE_TRN,7.0
2013,CH_BUS,5.7
2013,CH_CAR,75.0
2013,CH_TRN,19.3
2013,DE_BUS,7.2
2013,DE_CAR,84.5
2013,DE_TRN,8.3
2013,DK_BUS,9.8
2013,DK_CAR,79.9
2013,DK_TRN,10.3
2013,EL_BUS,17.8
2013,EL_CAR,81.3
2013,EL_TRN,0.9
2013,ES_BUS,13.2
2013,ES_CAR,80.7
2013,ES_TRN,6.1
2013,FI_BUS,9.8
2013,FI_CAR,84.9
2013,FI_TRN,5.3
2013,FR_BUS,6.2
2013,FR_CAR,83.7
2013,FR_TRN,10.1
2013,HU_BUS,21.4
2013,HU_CAR,68.3
2013,HU_TRN,10.3
2013,IE_BUS,14.1
2013,IE_CAR,83.2
2013,IE_TRN,2.7
2013,IT_BUS,14.1
2013,IT_CAR,79.7
2013,IT_TRN,6.3
2013,LU_BUS,12.4
2013,LU_CAR,82.8
2013,LU_TRN,4.8
2013,NL_BUS,2.7
2013,NL_CAR,86.0
2013,NL_TRN,11.3
2013,PL_BUS,15.2
2013,PL_CAR,78.0
2013,PL_TRN,6.7
2013,PT_BUS,5.3
2013,PT_CAR,90.7
2013,PT_TRN,4.0
2013,SE_BUS,7.5
2013,SE_CAR,83.4
2013,SE_TRN,9.1
2013,SI_BUS,11.4
2013,SI_CAR,86.3
2013,SI_TRN,2.3
2014,AT_BUS,9.9
2014,AT_CAR,77.9
2014,AT_TRN,12.2
2014,BE_BUS,11.5
2014,BE_CAR,81.0
2014,BE_TRN,7.4
2014,CH_BUS,5.8
2014,CH_CAR,74.6
2014,CH_TRN,19.6
2014,DE_BUS,7.2
2014,DE_CAR,84.5
2014,DE_TRN,8.3
2014,DK_BUS,9.8
2014,DK_CAR,80.5
2014,DK_TRN,9.7
2014,EL_BUS,17.7
2014,EL_CAR,81.4
2014,EL_TRN,0.9
2014,ES_BUS,10.6
2014,ES_CAR,82.7
2014,ES_TRN,6.7
2014,FI_BUS,9.8
2014,FI_CAR,85.2
2014,FI_TRN,5.0
2014,FR_BUS,6.3
2014,FR_CAR,83.9
2014,FR_TRN,9.8
2014,HU_BUS,21.3
2014,HU_CAR,68.6
2014,HU_TRN,10.0
2014,IE_BUS,14.7
2014,IE_CAR,82.3
2014,IE_TRN,3.0
2014,IT_BUS,12.9
2014,IT_CAR,80.8
2014,IT_TRN,6.3
2014,LU_BUS,12.2
2014,LU_CAR,83.6
2014,LU_TRN,4.3
2014,NL_BUS,2.7
2014,NL_CAR,85.5
2014,NL_TRN,11.8
2014,PL_BUS,15.5
2014,PL_CAR,78.2
2014,PL_TRN,6.3
2014,PT_BUS,4.8
2014,PT_CAR,91.0
2014,PT_TRN,4.2
2014,SE_BUS,7.3
2014,SE_CAR,83.5
2014,SE_TRN,9.2
2014,SI_BUS,11.6
2014,SI_CAR,86.3
2014,SI_TRN,2.1
2015,AT_BUS,9.9
2015,AT_CAR,78.1
2015,AT_TRN,12.1
2015,BE_BUS,11.0
2015,BE_CAR,81.5
2015,BE_TRN,7.6
2015,CH_BUS,5.9
2015,CH_CAR,74.4
2015,CH_TRN,19.7
2015,DE_BUS,7.4
2015,DE_CAR,84.4
2015,DE_TRN,8.2
2015,DK_BUS,9.8
2015,DK_CAR,80.9
2015,DK_TRN,9.3
2015,EL_BUS,17.5
2015,EL_CAR,81.4
2015,EL_TRN,1.0
2015,ES_BUS,11.9
2015,ES_CAR,81.4
2015,ES_TRN,6.7
2015,FI_BUS,9.7
2015,FI_CAR,85.0
2015,FI_TRN,5.3
2015,FR_BUS,6.3
2015,FR_CAR,83.8
2015,FR_TRN,9.9
2015,HU_BUS,20.9
2015,HU_CAR,69.5
2015,HU_TRN,9.7
2015,IE_BUS,13.7
2015,IE_CAR,83.3
2015,IE_TRN,3.1
2015,IT_BUS,12.3
2015,IT_CAR,81.4
2015,IT_TRN,6.3
2015,LU_BUS,12.4
2015,LU_CAR,82.9
2015,LU_TRN,4.7
2015,NL_BUS,3.0
2015,NL_CAR,86.2
2015,NL_TRN,10.8
2015,PL_BUS,14.6
2015,PL_CAR,78.7
2015,PL_TRN,6.7
2015,PT_BUS,5.8
2015,PT_CAR,90.0
2015,PT_TRN,4.2
2015,SE_BUS,7.3
2015,SE_CAR,83.2
2015,SE_TRN,9.5
2015,SI_BUS,11.8
2015,SI_CAR,86.1
2015,SI_TRN,2.1
2016,AT_BUS,9.9
2016,AT_CAR,78.0
2016,AT_TRN,12.1
2016,BE_BUS,10.5
2016,BE_CAR,81.9
2016,BE_TRN,7.6
2016,CH_BUS,5.9
2016,CH_CAR,74.3
2016,CH_TRN,19.8
2016,DE_BUS,7.3
2016,DE_CAR,84.3
2016,DE_TRN,8.4
2016,DK_BUS,9.8
2016,DK_CAR,81.4
2016,DK_TRN,8.8
2016,EL_BUS,17.1
2016,EL_CAR,81.9
2016,EL_TRN,1.0
2016,ES_BUS,11.8
2016,ES_CAR,81.6
2016,ES_TRN,6.6
2016,FI_BUS,11.9
2016,FI_CAR,82.5
2016,FI_TRN,5.6
2016,FR_BUS,6.4
2016,FR_CAR,83.8
2016,FR_TRN,9.8
2016,HU_BUS,21.5
2016,HU_CAR,69.2
2016,HU_TRN,9.2
2016,IE_BUS,13.6
2016,IE_CAR,83.4
2016,IE_TRN,3.0
2016,IT_BUS,11.9
2016,IT_CAR,82.0
2016,IT_TRN,6.1
2016,LU_BUS,12.3
2016,LU_CAR,83.1
2016,LU_TRN,4.6
2016,NL_BUS,3.0
2016,NL_CAR,86.0
2016,NL_TRN,11.0
2016,PL_BUS,13.7
2016,PL_CAR,79.3
2016,PL_TRN,7.1
2016,PT_BUS,5.3
2016,PT_CAR,90.4
2016,PT_TRN,4.3
2016,SE_BUS,8.5
2016,SE_CAR,80.5
2016,SE_TRN,11.0
2016,SI_BUS,11.8
2016,SI_CAR,86.3
2016,SI_TRN,2.0
2017,AT_BUS,10.0
2017,AT_CAR,78.0
2017,AT_TRN,12.0
2017,BE_BUS,10.2
2017,BE_CAR,82.0
2017,BE_TRN,7.8
2017,CH_BUS,5.9
2017,CH_CAR,74.5
2017,CH_TRN,19.6
2017,DE_BUS,7.3
2017,DE_CAR,84.0
2017,DE_TRN,8.7
2017,DK_BUS,10.0
2017,DK_CAR,81.5
2017,DK_TRN,8.6
2017,EL_BUS,16.6
2017,EL_CAR,82.5
2017,EL_TRN,0.9
2017,ES_BUS,7.8
2017,ES_CAR,85.2
2017,ES_TRN,7.0
2017,FI_BUS,10.4
2017,FI_CAR,84.2
2017,FI_TRN,5.4
2017,FR_BUS,6.4
2017,FR_CAR,83.6
2017,FR_TRN,10.1
2017,HU_BUS,21.1
2017,HU_CAR,70.0
2017,HU_TRN,8.9
2017,IE_BUS,14.3
2017,IE_CAR,82.6
2017,IE_TRN,3.1
2017,IT_BUS,11.4
2017,IT_CAR,82.7
2017,IT_TRN,5.9
2017,LU_BUS,12.4
2017,LU_CAR,82.9
2017,LU_TRN,4.7
2017,NL_BUS,2.9
2017,NL_CAR,85.7
2017,NL_TRN,11.4
2017,PL_BUS,13.0
2017,PL_CAR,79.7
2017,PL_TRN,7.3
2017,PT_BUS,6.0
2017,PT_CAR,89.6
2017,PT_TRN,4.4
2017,SE_BUS,8.4
2017,SE_CAR,80.4
2017,SE_TRN,11.2
2017,SI_BUS,11.7
2017,SI_CAR,86.5
2017,SI_TRN,1.8
2018,AT_BUS,9.5
2018,AT_CAR,77.0
2018,AT_TRN,13.5
2018,BE_BUS,10.3
2018,BE_CAR,81.7
2018,BE_TRN,8.0
2018,CH_BUS,5.9
2018,CH_CAR,74.8
2018,CH_TRN,19.3
2018,DE_BUS,7.2
2018,DE_CAR,83.9
2018,DE_TRN,8.9
2018,DK_BUS,9.6
2018,DK_CAR,82.0
2018,DK_TRN,8.4
2018,EL_BUS,16.4
2018,EL_CAR,82.7
2018,EL_TRN,0.9
2018,ES_BUS,8.0
2018,ES_CAR,84.9
2018,ES_TRN,7.1
2018,FI_BUS,10.1
2018,FI_CAR,84.2
2018,FI_TRN,5.7
2018,FR_BUS,6.5
2018,FR_CAR,83.8
2018,FR_TRN,9.8
2018,HU_BUS,19.3
2018,HU_CAR,71.9
2018,HU_TRN,8.7
2018,IE_BUS,15.0
2018,IE_CAR,81.7
2018,IE_TRN,3.3
2018,IT_BUS,11.7
2018,IT_CAR,82.0
2018,IT_TRN,6.3
2018,LU_BUS,12.4
2018,LU_CAR,82.9
2018,LU_TRN,4.7
2018,NL_BUS,3.2
2018,NL_CAR,85.6
2018,NL_TRN,11.2
2018,PL_BUS,12.2
2018,PL_CAR,80.4
2018,PL_TRN,7.4
2018,PT_BUS,6.3
2018,PT_CAR,89.5
2018,PT_TRN,4.3
2018,SE_BUS,8.3
2018,SE_CAR,80.4
2018,SE_TRN,11.3
2018,SI_BUS,11.8
2018,SI_CAR,86.4
2018,SI_TRN,1.8
2019,AT_BUS,9.7
2019,AT_CAR,76.4
2019,AT_TRN,13.9
2019,BE_BUS,10.4
2019,BE_CAR,81.4
2019,BE_TRN,8.2
2019,CH_BUS,6.1
2019,CH_CAR,73.9
2019,CH_TRN,20.0
2019,DE_BUS,7.4
2019,DE_CAR,83.3
2019,DE_TRN,9.3
2019,DK_BUS,9.2
2019,DK_CAR,82.7
2019,DK_TRN,8.2
2019,EL_BUS,16.0
2019,EL_CAR,83.0
2019,EL_TRN,1.0
2019,ES_BUS,8.2
2019,ES_CAR,84.6
2019,ES_TRN,7.1
2019,FI_BUS,9.9
2019,FI_CAR,83.9
2019,FI_TRN,6.2
2019,FR_BUS,6.4
2019,FR_CAR,83.3
2019,FR_TRN,10.3
2019,HU_BUS,18.6
2019,HU_CAR,72.9
2019,HU_TRN,8.4
2019,IE_BUS,14.9
2019,IE_CAR,81.8
2019,IE_TRN,3.3
2019,IT_BUS,11.7
2019,IT_CAR,82.0
2019,IT_TRN,6.3
2019,LU_BUS,12.6
2019,LU_CAR,82.6
2019,LU_TRN,4.8
2019,NL_BUS,3.2
2019,NL_CAR,85.6
2019,NL_TRN,11.2
2019,PL_BUS,12.5
2019,PL_CAR,79.9
2019,PL_TRN,7.6
2019,PT_BUS,6.1
2019,PT_CAR,89.3
2019,PT_TRN,4.6
2019,SE_BUS,8.4
2019,SE_CAR,79.5
2019,SE_TRN,12.2
2019,SI_BUS,11.7
2019,SI_CAR,86.6
2019,SI_TRN,1.8
2020,AT_BUS,9.3
2020,AT_CAR,81.5
2020,AT_TRN,9.2
2020,BE_BUS,8.2
2020,BE_CAR,85.0
2020,BE_TRN,6.9
2020,CH_BUS,5.8
2020,CH_CAR,79.9
2020,CH_TRN,14.3
2020,DE_BUS,4.8
2020,DE_CAR,88.8
2020,DE_TRN,6.3
2020,DK_BUS,6.8
2020,DK_CAR,87.3
2020,DK_TRN,5.9
2020,EL_BUS,12.6
2020,EL_CAR,86.8
2020,EL_TRN,0.6
2020,ES_BUS,6.4
2020,ES_CAR,89.5
2020,ES_TRN,4.1
2020,FI_BUS,9.2
2020,FI_CAR,87.0
2020,FI_TRN,3.8
2020,FR_BUS,5.2
2020,FR_CAR,87.0
2020,FR_TRN,7.8
2020,HU_BUS,15.3
2020,HU_CAR,78.8
2020,HU_TRN,6.0
2020,IE_BUS,12.5
2020,IE_CAR,86.1
2020,IE_TRN,1.4
2020,IT_BUS,10.2
2020,IT_CAR,85.9
2020,IT_TRN,3.9
2020,LU_BUS,10.1
2020,LU_CAR,86.6
2020,LU_TRN,3.3
2020,NL_BUS,2.1
2020,NL_CAR,90.1
2020,NL_TRN,7.8
2020,PL_BUS,7.5
2020,PL_CAR,87.6
2020,PL_TRN,4.9
2020,PT_BUS,4.2
2020,PT_CAR,93.0
2020,PT_TRN,2.8
2020,SE_BUS,8.4
2020,SE_CAR,84.0
2020,SE_TRN,7.6
2020,SI_BUS,7.5
2020,SI_CAR,91.2
2020,SI_TRN,1.3
2021,AT_BUS,9.0
2021,AT_CAR,81.2
2021,AT_TRN,9.8
2021,BE_BUS,8.2
2021,BE_CAR,85.6
2021,BE_TRN,6.2
2021,CH_BUS,5.9
2021,CH_CAR,79.5
2021,CH_TRN,14.6
2021,DE_BUS,4.8
2021,DE_CAR,88.8
2021,DE_TRN,6.5
2021,DK_BUS,7.1
2021,DK_CAR,86.7
2021,DK_TRN,6.2
2021,EL_BUS,12.3
2021,EL_CAR,87.1
2021,EL_TRN,0.6
2021,ES_BUS,7.3
2021,ES_CAR,87.4
2021,ES_TRN,5.3
2021,FI_BUS,8.3
2021,FI_CAR,87.7
2021,FI_TRN,4.0
2021,FR_BUS,4.9
2021,FR_CAR,86.0
2021,FR_TRN,9.1
2021,HU_BUS,14.3
2021,HU_CAR,79.3
2021,HU_TRN,6.4
2021,IE_BUS,13.0
2021,IE_CAR,85.7
2021,IE_TRN,1.4
2021,IT_BUS,12.8
2021,IT_CAR,82.8
2021,IT_TRN,4.4
2021,LU_BUS,10.2
2021,LU_CAR,86.3
2021,LU_TRN,3.5
2021,NL_BUS,2.3
2021,NL_CAR,89.4
2021,NL_TRN,8.4
2021,PL_BUS,7.8
2021,PL_CAR,86.3
2021,PL_TRN,5.9
2021,PT_BUS,5.7
2021,PT_CAR,91.3
2021,PT_TRN,2.9
2021,SE_BUS,8.3
2021,SE_CAR,84.1
2021,SE_TRN,7.5
2021,SI_BUS,8.2
2021,SI_CAR,90.0
2021,SI_TRN,1.8
